Id,Username,Text,Created At,Retweets,Likes,Quote_count,Reply_count,View_count
1852401738126635094,belo 🌎,"COMIENZA LA CLASIFICACIÓN DEL DÍA 1 DEL #GRANDPIX 🇧🇷 🏁

Franco ya empezó, ¿y vos? 🏎️",Fri Nov 01 17:26:04 +0000 2024,3,6,0,1,2184
1871280692849742014,belo 🌎,"¿Regalos de último momento? 😱

Tranqui, una giftcard en tiendas virtuales de belo te salva 😌 Hay para tooooooooooooodos los gustos: https://t.co/4Ym1kygU2j",Mon Dec 23 19:44:18 +0000 2024,1,12,0,14,6543
1870229809755800003,belo 🌎,"Tenemos 2 posiciones abiertas NUEVAS para trabajar en belo 🚀

👉 Senior Product Designer
👉 Senior Product Owner

Toda la información y postulación en https://t.co/RpXOXrMzVF 💻

Sumate a la beloneta 💜",Fri Dec 20 22:08:28 +0000 2024,5,20,2,10,4093
1870139763933528539,belo 🌎,"Las giftcard de Steam son un EXCELENTE regalo navideño 💜🎄

Le llega tu regalo vía mail a quien quieras, con un mensaje personalizado y el diseño que elijas 🥂 https://t.co/BfywJlwqT3",Fri Dec 20 16:10:39 +0000 2024,1,12,1,2,9902
1870125440800641169,belo 🌎,"🔥 OFERTONES EN STEAM 🔥

Guía para comprar en Steam con belo y ahorrar aún más 🧵👇 https://t.co/9f8l2f1l18",Fri Dec 20 15:13:44 +0000 2024,3,21,1,6,11889
1870109622935130193,belo 🌎,¿Ya aprovecharon las ofertas en Steam? Hay hasta un 90% OFF 🔥,Fri Dec 20 14:10:53 +0000 2024,3,7,0,3,3400
1869863606176899144,belo 🌎,"VENCE MAÑANA 😱

Si te colgaste con el monotributo, o tenés VEPs pendientes, no salgas corriendo 🏃‍♂️‍❌, porque ya podés pagarlos desde tu billetera de belo ✅

Buscá en la lupita ARCA, escaneá el QR o ingresá el código, pagá y listo, a otra cosa 💆🏻 https://t.co/O8ns0ivd3D",Thu Dec 19 21:53:18 +0000 2024,0,8,1,1,3287
1869500529266839856,belo 🌎,"Mañana comienzan las ofertas en Steam y steamcito tiene toda la data de cómo ahorrar 🙌

Y recordá que desde belo podés regalar giftcards de todo tipo a la persona que quieras en esta navidad 🎁🎄

O autoregalarte… no juzgamos 🤭",Wed Dec 18 21:50:34 +0000 2024,1,10,1,6,4158
1869463240507613572,belo 🌎,"🚨 ÚLTIMO LLAMADO ☎️

Ya estamos seleccionando al squad y AUMENTAMOS las recompensas mensuales 🤫",Wed Dec 18 19:22:24 +0000 2024,2,2,0,0,2134
1869032238375145620,belo 🌎,"¿Qué team sos, comprar o alquilar reposera? 🏖️🤔 https://t.co/69f2iXwmyf",Tue Dec 17 14:49:45 +0000 2024,4,11,0,7,2441
1868831106000429398,belo 🌎,Ya estamos formando el squad 🙌 ¡No cuelgues!,Tue Dec 17 01:30:31 +0000 2024,3,7,0,1,3316
1868786656553083006,belo 🌎,"COMENZÓ LA NOCHE DE LOS REGALOS 🎁

👉 25% OFF EN MERCADOLIBRE
⏰ Hasta el 18 de diciembre, entre las 18 y las 6 hs del día siguiente
💫 Tope de reintegro: $15.000

Productos seleccionados en juegos y juguetes, moda, cuidado personal, audio, gaming, y más 🙌 Link para",Mon Dec 16 22:33:53 +0000 2024,1,16,0,1,3701
1868665635292819931,belo 🌎,"Me estuve dejando crecer la barba, ¿les gusta? 

Este look me da ganas de hacer regalos… 🎁 https://t.co/EZY2xSH13h",Mon Dec 16 14:33:00 +0000 2024,2,42,1,10,3707
1867644183701258436,belo 🌎,"📣 CREADOR, TE ESTAMOS BUSCANDO 👋 https://t.co/rJwLC1WrrL",Fri Dec 13 18:54:07 +0000 2024,3,18,2,4,8556
1867293068514197791,belo 🌎,"Esto es para vos, FREELANCER o CONTRACTOR que sufrís con cada tuit que ves sobre el aguinaldo:

Podés GANAR UN 50% EXTRA vos también 🤑 https://t.co/Pe4RwNJMWu",Thu Dec 12 19:38:54 +0000 2024,1,10,4,3,23491
