fecha,hora,timestamp,posicion,nombre_trend,volumen,volumen_numerico
05-09-2025,10:00,05-09-2025|10:00,1,Messi,,
05-09-2025,10:00,05-09-2025|10:00,10,Gordo Dan,16.200 tweet,16200.0
05-09-2025,10:00,05-09-2025|10:00,2,#YoVotoLLA,78.000 tweet,78000.0
05-09-2025,10:00,05-09-2025|10:00,3,Conmebol,68.000 tweet,68000.0
05-09-2025,10:00,05-09-2025|10:00,4,Moreno,109.000 tweet,109000.0
05-09-2025,10:00,05-09-2025|10:00,5,Luis Juez,23.400 tweet,23400.0
05-09-2025,10:00,05-09-2025|10:00,6,Julian,77.000 tweet,77000.0
05-09-2025,10:00,05-09-2025|10:00,7,#BuenViernes,,
05-09-2025,10:00,05-09-2025|10:00,8,Paredes,32.200 tweet,32200.0
05-09-2025,10:00,05-09-2025|10:00,9,Venezuela,329.000 tweet,329000.0
05-09-2025,10:30,05-09-2025|10:30,1,Messi,548.000 tweet,548000.0
05-09-2025,10:30,05-09-2025|10:30,10,Venezuela,323.000 tweet,323000.0
05-09-2025,10:30,05-09-2025|10:30,2,#YoVotoLLA,73.000 tweet,73000.0
05-09-2025,10:30,05-09-2025|10:30,3,Conmebol,68.600 tweet,68600.0
05-09-2025,10:30,05-09-2025|10:30,4,Luis Juez,25.400 tweet,25400.0
05-09-2025,10:30,05-09-2025|10:30,5,Moreno,102.000 tweet,102000.0
05-09-2025,10:30,05-09-2025|10:30,6,Julian,77.199 tweet,77199.0
05-09-2025,10:30,05-09-2025|10:30,7,Paredes,32.400 tweet,32400.0
05-09-2025,10:30,05-09-2025|10:30,8,#BuenViernes,,
05-09-2025,10:30,05-09-2025|10:30,9,Gordo Dan,17.200 tweet,17200.0
05-09-2025,11:00,05-09-2025|11:00,1,Messi,,
05-09-2025,11:00,05-09-2025|11:00,10,#MasterChefCelebrity,5.587 tweet,5587.0
05-09-2025,11:00,05-09-2025|11:00,2,#YoVotoLLA,74.400 tweet,74400.0
05-09-2025,11:00,05-09-2025|11:00,3,Conmebol,69.600 tweet,69600.0
05-09-2025,11:00,05-09-2025|11:00,4,Luis Juez,26.600 tweet,26600.0
05-09-2025,11:00,05-09-2025|11:00,5,Moreno,103.000 tweet,103000.0
05-09-2025,11:00,05-09-2025|11:00,6,Julian,79.400 tweet,79400.0
05-09-2025,11:00,05-09-2025|11:00,7,Paredes,33.000 tweet,33000.0
05-09-2025,11:00,05-09-2025|11:00,8,Gordo Dan,17.799 tweet,17799.0
05-09-2025,11:00,05-09-2025|11:00,9,Venezuela,330.000 tweet,330000.0
05-09-2025,11:30,05-09-2025|11:30,1,Messi,,
05-09-2025,11:30,05-09-2025|11:30,10,Argentina,335.000 tweet,335000.0
05-09-2025,11:30,05-09-2025|11:30,2,#YoVotoLLA,68.600 tweet,68600.0
05-09-2025,11:30,05-09-2025|11:30,3,Conmebol,70.199 tweet,70199.0
05-09-2025,11:30,05-09-2025|11:30,4,Luis Juez,28.600 tweet,28600.0
05-09-2025,11:30,05-09-2025|11:30,5,Moreno,97.600 tweet,97600.0
05-09-2025,11:30,05-09-2025|11:30,6,julian,80.199 tweet,80199.0
05-09-2025,11:30,05-09-2025|11:30,7,Gordo Dan,18.400 tweet,18400.0
05-09-2025,11:30,05-09-2025|11:30,8,Paredes,33.800 tweet,33800.0
05-09-2025,11:30,05-09-2025|11:30,9,Venezuela,323.000 tweet,323000.0
05-09-2025,12:00,05-09-2025|12:00,1,Messi,,
05-09-2025,12:00,05-09-2025|12:00,10,Argentina,338.000 tweet,338000.0
05-09-2025,12:00,05-09-2025|12:00,2,Conmebol,71.600 tweet,71600.0
05-09-2025,12:00,05-09-2025|12:00,3,Luis Juez,29.600 tweet,29600.0
05-09-2025,12:00,05-09-2025|12:00,4,#YoVotoLLA,69.199 tweet,69199.0
05-09-2025,12:00,05-09-2025|12:00,5,Moreno,99.199 tweet,99199.0
05-09-2025,12:00,05-09-2025|12:00,6,Julian,81.000 tweet,81000.0
05-09-2025,12:00,05-09-2025|12:00,7,Gordo Dan,19.200 tweet,19200.0
05-09-2025,12:00,05-09-2025|12:00,8,Paredes,34.400 tweet,34400.0
05-09-2025,12:00,05-09-2025|12:00,9,Venezuela,331.000 tweet,331000.0
05-09-2025,12:30,05-09-2025|12:30,1,Messi,,
05-09-2025,12:30,05-09-2025|12:30,10,Venezuela,323.000 tweet,323000.0
05-09-2025,12:30,05-09-2025|12:30,2,Luis Juez,31.799 tweet,31799.0
05-09-2025,12:30,05-09-2025|12:30,3,Conmebol,72.199 tweet,72199.0
05-09-2025,12:30,05-09-2025|12:30,4,#YoVotoLLA,64.599 tweet,64599.0
05-09-2025,12:30,05-09-2025|12:30,5,Gordo Dan,20.200 tweet,20200.0
05-09-2025,12:30,05-09-2025|12:30,6,Moreno,93.199 tweet,93199.0
05-09-2025,12:30,05-09-2025|12:30,7,Julian,82.600 tweet,82600.0
05-09-2025,12:30,05-09-2025|12:30,8,Antonelli,3.208 tweet,3208.0
05-09-2025,12:30,05-09-2025|12:30,9,Paredes,35.000 tweet,35000.0
05-09-2025,13:00,05-09-2025|13:00,1,Messi,,
05-09-2025,13:00,05-09-2025|13:00,10,Venezuela,331.000 tweet,331000.0
05-09-2025,13:00,05-09-2025|13:00,2,Luis Juez,32.599 tweet,32599.0
05-09-2025,13:00,05-09-2025|13:00,3,Conmebol,73.400 tweet,73400.0
05-09-2025,13:00,05-09-2025|13:00,4,#YoVotoLLA,65.000 tweet,65000.0
05-09-2025,13:00,05-09-2025|13:00,5,Gordo Dan,20.799 tweet,20799.0
05-09-2025,13:00,05-09-2025|13:00,6,Julian,83.199 tweet,83199.0
05-09-2025,13:00,05-09-2025|13:00,7,Moreno,94.800 tweet,94800.0
05-09-2025,13:00,05-09-2025|13:00,8,Antonelli,3.656 tweet,3656.0
05-09-2025,13:00,05-09-2025|13:00,9,Paredes,35.200 tweet,35200.0
05-09-2025,13:30,05-09-2025|13:30,1,Messi,,
05-09-2025,13:30,05-09-2025|13:30,10,Argentina,336.000 tweet,336000.0
05-09-2025,13:30,05-09-2025|13:30,2,Luis Juez,34.800 tweet,34800.0
05-09-2025,13:30,05-09-2025|13:30,3,Conmebol,73.600 tweet,73600.0
05-09-2025,13:30,05-09-2025|13:30,4,#YoVotoLLA,61.599 tweet,61599.0
05-09-2025,13:30,05-09-2025|13:30,5,Gordo Dan,21.400 tweet,21400.0
05-09-2025,13:30,05-09-2025|13:30,6,Julian,84.000 tweet,84000.0
05-09-2025,13:30,05-09-2025|13:30,7,Moreno,88.600 tweet,88600.0
05-09-2025,13:30,05-09-2025|13:30,8,Paredes,35.800 tweet,35800.0
05-09-2025,13:30,05-09-2025|13:30,9,Antonelli,3.811 tweet,3811.0
05-09-2025,14:00,05-09-2025|14:00,1,Messi,587.000 tweet,587000.0
05-09-2025,14:00,05-09-2025|14:00,10,Argentina,343.000 tweet,343000.0
05-09-2025,14:00,05-09-2025|14:00,2,Luis Juez,35.599 tweet,35599.0
05-09-2025,14:00,05-09-2025|14:00,3,#YoVotoLLA,64.400 tweet,64400.0
05-09-2025,14:00,05-09-2025|14:00,4,Conmebol,75.400 tweet,75400.0
05-09-2025,14:00,05-09-2025|14:00,5,Gordo Dan,22.200 tweet,22200.0
05-09-2025,14:00,05-09-2025|14:00,6,Julian,85.600 tweet,85600.0
05-09-2025,14:00,05-09-2025|14:00,7,Moreno,90.199 tweet,90199.0
05-09-2025,14:00,05-09-2025|14:00,8,Paredes,36.200 tweet,36200.0
05-09-2025,14:00,05-09-2025|14:00,9,Independiente,71.800 tweet,71800.0
05-09-2025,14:30,05-09-2025|14:30,1,Messi,589.000 tweet,589000.0
05-09-2025,14:30,05-09-2025|14:30,10,Nelson Castro,1.389 tweet,1389.0
05-09-2025,14:30,05-09-2025|14:30,2,Luis Juez,37.800 tweet,37800.0
05-09-2025,14:30,05-09-2025|14:30,3,#YoVotoLLA,62.000 tweet,62000.0
05-09-2025,14:30,05-09-2025|14:30,4,Conmebol,76.000 tweet,76000.0
05-09-2025,14:30,05-09-2025|14:30,5,Gordo Dan,23.799 tweet,23799.0
05-09-2025,14:30,05-09-2025|14:30,6,Julian,85.199 tweet,85199.0
05-09-2025,14:30,05-09-2025|14:30,7,Moreno,85.199 tweet,85199.0
05-09-2025,14:30,05-09-2025|14:30,8,Independiente,72.600 tweet,72600.0
05-09-2025,14:30,05-09-2025|14:30,9,Paredes,36.800 tweet,36800.0
05-09-2025,15:00,05-09-2025|15:00,1,Messi,596.000 tweet,596000.0
05-09-2025,15:00,05-09-2025|15:00,10,Mastantuono,29.000 tweet,29000.0
05-09-2025,15:00,05-09-2025|15:00,2,#YoVotoLLA,66.600 tweet,66600.0
05-09-2025,15:00,05-09-2025|15:00,3,Luis Juez,39.000 tweet,39000.0
05-09-2025,15:00,05-09-2025|15:00,4,Conmebol,78.000 tweet,78000.0
05-09-2025,15:00,05-09-2025|15:00,5,Gordo Dan,24.600 tweet,24600.0
05-09-2025,15:00,05-09-2025|15:00,6,Julian,86.800 tweet,86800.0
05-09-2025,15:00,05-09-2025|15:00,7,Independiente,74.400 tweet,74400.0
05-09-2025,15:00,05-09-2025|15:00,8,Moreno,86.800 tweet,86800.0
05-09-2025,15:00,05-09-2025|15:00,9,Paredes,37.800 tweet,37800.0
05-09-2025,15:30,05-09-2025|15:30,1,Messi,597.000 tweet,597000.0
05-09-2025,15:30,05-09-2025|15:30,10,Mastantuono,29.200 tweet,29200.0
05-09-2025,15:30,05-09-2025|15:30,2,#YoVotoLLA,64.599 tweet,64599.0
05-09-2025,15:30,05-09-2025|15:30,3,Luis Juez,41.599 tweet,41599.0
05-09-2025,15:30,05-09-2025|15:30,4,Conmebol,78.800 tweet,78800.0
05-09-2025,15:30,05-09-2025|15:30,5,Gordo Dan,25.600 tweet,25600.0
05-09-2025,15:30,05-09-2025|15:30,6,Julian,87.400 tweet,87400.0
05-09-2025,15:30,05-09-2025|15:30,7,Independiente,75.800 tweet,75800.0
05-09-2025,15:30,05-09-2025|15:30,8,Moreno,82.600 tweet,82600.0
05-09-2025,15:30,05-09-2025|15:30,9,Paredes,37.200 tweet,37200.0
05-09-2025,16:00,05-09-2025|16:00,1,Messi,605.000 tweet,605000.0
05-09-2025,16:00,05-09-2025|16:00,10,Mastantuono,29.200 tweet,29200.0
05-09-2025,16:00,05-09-2025|16:00,2,#YoVotoLLA,67.600 tweet,67600.0
05-09-2025,16:00,05-09-2025|16:00,3,Luis Juez,,
05-09-2025,16:00,05-09-2025|16:00,4,Conmebol,80.199 tweet,80199.0
05-09-2025,16:00,05-09-2025|16:00,5,Gordo Dan,26.600 tweet,26600.0
05-09-2025,16:00,05-09-2025|16:00,6,Julian,88.600 tweet,88600.0
05-09-2025,16:00,05-09-2025|16:00,7,Independiente,76.600 tweet,76600.0
05-09-2025,16:00,05-09-2025|16:00,8,Moreno,83.400 tweet,83400.0
05-09-2025,16:00,05-09-2025|16:00,9,Paredes,38.400 tweet,38400.0
05-09-2025,16:30,05-09-2025|16:30,1,Messi,604.000 tweet,604000.0
05-09-2025,16:30,05-09-2025|16:30,10,Almada,11.800 tweet,11800.0
05-09-2025,16:30,05-09-2025|16:30,2,#YoVotoLLA,65.600 tweet,65600.0
05-09-2025,16:30,05-09-2025|16:30,3,Luis Juez,44.200 tweet,44200.0
05-09-2025,16:30,05-09-2025|16:30,4,Conmebol,80.199 tweet,80199.0
05-09-2025,16:30,05-09-2025|16:30,5,Gordo Dan,27.200 tweet,27200.0
05-09-2025,16:30,05-09-2025|16:30,6,Julian,88.800 tweet,88800.0
05-09-2025,16:30,05-09-2025|16:30,7,Independiente,77.400 tweet,77400.0
05-09-2025,16:30,05-09-2025|16:30,8,Moreno,80.000 tweet,80000.0
05-09-2025,16:30,05-09-2025|16:30,9,Paredes,38.800 tweet,38800.0
05-09-2025,17:00,05-09-2025|17:00,1,Messi,610.000 tweet,610000.0
05-09-2025,17:00,05-09-2025|17:00,10,#MasterChefCelebrity,6.172 tweet,6172.0
05-09-2025,17:00,05-09-2025|17:00,2,#YoVotoLLA,67.199 tweet,67199.0
05-09-2025,17:00,05-09-2025|17:00,3,Luis Juez,46.400 tweet,46400.0
05-09-2025,17:00,05-09-2025|17:00,4,Conmebol,81.400 tweet,81400.0
05-09-2025,17:00,05-09-2025|17:00,5,Gordo Dan,28.600 tweet,28600.0
05-09-2025,17:00,05-09-2025|17:00,6,Julian,88.800 tweet,88800.0
05-09-2025,17:00,05-09-2025|17:00,7,Independiente,78.000 tweet,78000.0
05-09-2025,17:00,05-09-2025|17:00,8,Moreno,81.600 tweet,81600.0
05-09-2025,17:00,05-09-2025|17:00,9,Francos,14.600 tweet,14600.0
05-09-2025,17:30,05-09-2025|17:30,1,Messi,609.000 tweet,609000.0
05-09-2025,17:30,05-09-2025|17:30,10,Moreno,77.199 tweet,77199.0
05-09-2025,17:30,05-09-2025|17:30,2,#YoVotoLLA,65.199 tweet,65199.0
05-09-2025,17:30,05-09-2025|17:30,3,Luis Juez,47.200 tweet,47200.0
05-09-2025,17:30,05-09-2025|17:30,4,Conmebol,82.000 tweet,82000.0
05-09-2025,17:30,05-09-2025|17:30,5,Gordo Dan,29.200 tweet,29200.0
05-09-2025,17:30,05-09-2025|17:30,6,Independiente,79.400 tweet,79400.0
05-09-2025,17:30,05-09-2025|17:30,7,Julian,89.400 tweet,89400.0
05-09-2025,17:30,05-09-2025|17:30,8,Francos,14.800 tweet,14800.0
05-09-2025,17:30,05-09-2025|17:30,9,#MasterChefCelebrity,6.158 tweet,6158.0
05-09-2025,18:00,05-09-2025|18:00,1,Messi,615.000 tweet,615000.0
05-09-2025,18:00,05-09-2025|18:00,10,#MasterChefCelebrity,6.218 tweet,6218.0
05-09-2025,18:00,05-09-2025|18:00,2,#YoVotoLLA,67.000 tweet,67000.0
05-09-2025,18:00,05-09-2025|18:00,3,Luis Juez,49.000 tweet,49000.0
05-09-2025,18:00,05-09-2025|18:00,4,Conmebol,83.199 tweet,83199.0
05-09-2025,18:00,05-09-2025|18:00,5,Gordo Dan,30.600 tweet,30600.0
05-09-2025,18:00,05-09-2025|18:00,6,#LaLibertadAfana,2.525 tweet,2525.0
05-09-2025,18:00,05-09-2025|18:00,7,Independiente,80.600 tweet,80600.0
05-09-2025,18:00,05-09-2025|18:00,8,Julian,90.600 tweet,90600.0
05-09-2025,18:00,05-09-2025|18:00,9,Francos,15.200 tweet,15200.0
05-09-2025,18:30,05-09-2025|18:30,1,Messi,613.000 tweet,613000.0
05-09-2025,18:30,05-09-2025|18:30,10,#MasterChefCelebrity,6.241 tweet,6241.0
05-09-2025,18:30,05-09-2025|18:30,2,#YoVotoLLA,65.400 tweet,65400.0
05-09-2025,18:30,05-09-2025|18:30,3,Luis Juez,50.599 tweet,50599.0
05-09-2025,18:30,05-09-2025|18:30,4,Conmebol,83.600 tweet,83600.0
05-09-2025,18:30,05-09-2025|18:30,5,Gordo Dan,31.400 tweet,31400.0
05-09-2025,18:30,05-09-2025|18:30,6,#LaLibertadAfana,4.650 tweet,4650.0
05-09-2025,18:30,05-09-2025|18:30,7,Independiente,80.600 tweet,80600.0
05-09-2025,18:30,05-09-2025|18:30,8,Julián,89.600 tweet,89600.0
05-09-2025,18:30,05-09-2025|18:30,9,Francos,15.600 tweet,15600.0
05-09-2025,19:00,05-09-2025|19:00,1,Messi,619.000 tweet,619000.0
05-09-2025,19:00,05-09-2025|19:00,10,Julian,90.400 tweet,90400.0
05-09-2025,19:00,05-09-2025|19:00,2,#YoVotoLLA,69.199 tweet,69199.0
05-09-2025,19:00,05-09-2025|19:00,3,Luis Juez,52.200 tweet,52200.0
05-09-2025,19:00,05-09-2025|19:00,4,Conmebol,84.400 tweet,84400.0
05-09-2025,19:00,05-09-2025|19:00,5,#LaLibertadAfana,7.083 tweet,7083.0
05-09-2025,19:00,05-09-2025|19:00,6,Gordo Dan,32.400 tweet,32400.0
05-09-2025,19:00,05-09-2025|19:00,7,Alcaraz,47.800 tweet,47800.0
05-09-2025,19:00,05-09-2025|19:00,8,Independiente,81.800 tweet,81800.0
05-09-2025,19:00,05-09-2025|19:00,9,#LuzByConverse,2.916 tweet,2916.0
05-09-2025,19:30,05-09-2025|19:30,1,Messi,615.000 tweet,615000.0
05-09-2025,19:30,05-09-2025|19:30,10,Julian,89.800 tweet,89800.0
05-09-2025,19:30,05-09-2025|19:30,2,#YoVotoLLA,67.600 tweet,67600.0
05-09-2025,19:30,05-09-2025|19:30,3,Luis Juez,53.800 tweet,53800.0
05-09-2025,19:30,05-09-2025|19:30,4,Conmebol,82.400 tweet,82400.0
05-09-2025,19:30,05-09-2025|19:30,5,Gordo Dan,33.400 tweet,33400.0
05-09-2025,19:30,05-09-2025|19:30,6,#LaLibertadAfana,9.236 tweet,9236.0
05-09-2025,19:30,05-09-2025|19:30,7,#LuzByConverse,7.282 tweet,7282.0
05-09-2025,19:30,05-09-2025|19:30,8,Alcaraz,54.200 tweet,54200.0
05-09-2025,19:30,05-09-2025|19:30,9,Independiente,81.600 tweet,81600.0
05-09-2025,20:00,05-09-2025|20:00,1,Messi,619.000 tweet,619000.0
05-09-2025,20:00,05-09-2025|20:00,10,Francos,15.800 tweet,15800.0
05-09-2025,20:00,05-09-2025|20:00,2,#YoVotoLLA,70.000 tweet,70000.0
05-09-2025,20:00,05-09-2025|20:00,3,Luis Juez,55.000 tweet,55000.0
05-09-2025,20:00,05-09-2025|20:00,4,Conmebol,83.600 tweet,83600.0
05-09-2025,20:00,05-09-2025|20:00,5,Gordo Dan,34.000 tweet,34000.0
05-09-2025,20:00,05-09-2025|20:00,6,#LaLibertadAfana,11.200 tweet,11200.0
05-09-2025,20:00,05-09-2025|20:00,7,#LuzByConverse,13.399 tweet,13399.0
05-09-2025,20:00,05-09-2025|20:00,8,Independiente,82.600 tweet,82600.0
05-09-2025,20:00,05-09-2025|20:00,9,Julian,90.199 tweet,90199.0
05-09-2025,20:30,05-09-2025|20:30,1,Messi,583.000 tweet,583000.0
05-09-2025,20:30,05-09-2025|20:30,10,Francos,16.000 tweet,16000.0
05-09-2025,20:30,05-09-2025|20:30,2,#YoVotoLLA,68.400 tweet,68400.0
05-09-2025,20:30,05-09-2025|20:30,3,Luis Juez,57.000 tweet,57000.0
05-09-2025,20:30,05-09-2025|20:30,4,Conmebol,65.600 tweet,65600.0
05-09-2025,20:30,05-09-2025|20:30,5,Gordo Dan,35.400 tweet,35400.0
05-09-2025,20:30,05-09-2025|20:30,6,#LaLibertadAfana,13.000 tweet,13000.0
05-09-2025,20:30,05-09-2025|20:30,7,#LuzByConverse,16.400 tweet,16400.0
05-09-2025,20:30,05-09-2025|20:30,8,Independiente,67.400 tweet,67400.0
05-09-2025,20:30,05-09-2025|20:30,9,Julian,89.000 tweet,89000.0
05-09-2025,21:00,05-09-2025|21:00,1,Messi,586.000 tweet,586000.0
05-09-2025,21:00,05-09-2025|21:00,10,Francos,16.200 tweet,16200.0
05-09-2025,21:00,05-09-2025|21:00,2,#YoVotoLLA,70.600 tweet,70600.0
05-09-2025,21:00,05-09-2025|21:00,3,Luis Juez,58.599 tweet,58599.0
05-09-2025,21:00,05-09-2025|21:00,4,Conmebol,66.199 tweet,66199.0
05-09-2025,21:00,05-09-2025|21:00,5,Gordo Dan,35.800 tweet,35800.0
05-09-2025,21:00,05-09-2025|21:00,6,#LaLibertadAfana,15.000 tweet,15000.0
05-09-2025,21:00,05-09-2025|21:00,7,#LuzByConverse,18.799 tweet,18799.0
05-09-2025,21:00,05-09-2025|21:00,8,#InvasionEsquizo,,
05-09-2025,21:00,05-09-2025|21:00,9,Independiente,68.400 tweet,68400.0
05-09-2025,21:30,05-09-2025|21:30,1,Messi,514.000 tweet,514000.0
05-09-2025,21:30,05-09-2025|21:30,10,Canaletti,,
05-09-2025,21:30,05-09-2025|21:30,2,#YoVotoLLA,68.600 tweet,68600.0
05-09-2025,21:30,05-09-2025|21:30,3,Luis Juez,60.000 tweet,60000.0
05-09-2025,21:30,05-09-2025|21:30,4,Gordo Dan,36.000 tweet,36000.0
05-09-2025,21:30,05-09-2025|21:30,5,Conmebol,56.000 tweet,56000.0
05-09-2025,21:30,05-09-2025|21:30,6,#LaLibertadAfana,17.000 tweet,17000.0
05-09-2025,21:30,05-09-2025|21:30,7,#InvasionEsquizo,,
05-09-2025,21:30,05-09-2025|21:30,8,#LuzByConverse,21.000 tweet,21000.0
05-09-2025,21:30,05-09-2025|21:30,9,Independiente,57.800 tweet,57800.0
05-09-2025,22:00,05-09-2025|22:00,1,Messi,517.000 tweet,517000.0
05-09-2025,22:00,05-09-2025|22:00,10,Independiente,58.400 tweet,58400.0
05-09-2025,22:00,05-09-2025|22:00,2,#YoVotoLLA,70.800 tweet,70800.0
05-09-2025,22:00,05-09-2025|22:00,3,Luis Juez,62.400 tweet,62400.0
05-09-2025,22:00,05-09-2025|22:00,4,Gordo Dan,37.000 tweet,37000.0
05-09-2025,22:00,05-09-2025|22:00,5,Conmebol,57.200 tweet,57200.0
05-09-2025,22:00,05-09-2025|22:00,6,#InvasionEsquizo,,
05-09-2025,22:00,05-09-2025|22:00,7,#LaLibertadAfana,18.600 tweet,18600.0
05-09-2025,22:00,05-09-2025|22:00,8,Canaletti,1.413 tweet,1413.0
05-09-2025,22:00,05-09-2025|22:00,9,#LuzByConverse,21.400 tweet,21400.0
05-09-2025,22:30,05-09-2025|22:30,1,Messi,432.000 tweet,432000.0
05-09-2025,22:30,05-09-2025|22:30,10,Francos,15.800 tweet,15800.0
05-09-2025,22:30,05-09-2025|22:30,2,Luis Juez,62.200 tweet,62200.0
05-09-2025,22:30,05-09-2025|22:30,3,#YoVotoLLA,68.400 tweet,68400.0
05-09-2025,22:30,05-09-2025|22:30,4,Gordo Dan,36.800 tweet,36800.0
05-09-2025,22:30,05-09-2025|22:30,5,Conmebol,47.000 tweet,47000.0
05-09-2025,22:30,05-09-2025|22:30,6,Canaletti,1.792 tweet,1792.0
05-09-2025,22:30,05-09-2025|22:30,7,#InvasionEsquizo,,
05-09-2025,22:30,05-09-2025|22:30,8,#LaLibertadAfana,19.000 tweet,19000.0
05-09-2025,22:30,05-09-2025|22:30,9,Independiente,50.599 tweet,50599.0
05-09-2025,23:00,05-09-2025|23:00,1,Messi,435.000 tweet,435000.0
05-09-2025,23:00,05-09-2025|23:00,10,Francos,15.200 tweet,15200.0
05-09-2025,23:00,05-09-2025|23:00,2,Luis Juez,64.400 tweet,64400.0
05-09-2025,23:00,05-09-2025|23:00,3,#YoVotoLLA,70.800 tweet,70800.0
05-09-2025,23:00,05-09-2025|23:00,4,Gordo Dan,37.800 tweet,37800.0
05-09-2025,23:00,05-09-2025|23:00,5,Conmebol,48.000 tweet,48000.0
05-09-2025,23:00,05-09-2025|23:00,6,Canaletti,2.152 tweet,2152.0
05-09-2025,23:00,05-09-2025|23:00,7,#InvasionEsquizo,,
05-09-2025,23:00,05-09-2025|23:00,8,#LaLibertadAfana,20.400 tweet,20400.0
05-09-2025,23:00,05-09-2025|23:00,9,Independiente,51.200 tweet,51200.0
05-09-2025,23:30,05-09-2025|23:30,1,Messi,382.000 tweet,382000.0
05-09-2025,23:30,05-09-2025|23:30,10,Bonifacio,1.096 tweet,1096.0
05-09-2025,23:30,05-09-2025|23:30,2,Luis Juez,61.000 tweet,61000.0
05-09-2025,23:30,05-09-2025|23:30,3,#YoVotoLLA,69.199 tweet,69199.0
05-09-2025,23:30,05-09-2025|23:30,4,Gordo Dan,36.200 tweet,36200.0
05-09-2025,23:30,05-09-2025|23:30,5,Conmebol,42.000 tweet,42000.0
05-09-2025,23:30,05-09-2025|23:30,6,Canaletti,2.416 tweet,2416.0
05-09-2025,23:30,05-09-2025|23:30,7,#InvasionEsquizo,,
05-09-2025,23:30,05-09-2025|23:30,8,#LaLibertadAfana,21.200 tweet,21200.0
05-09-2025,23:30,05-09-2025|23:30,9,#SmackDown,130.000 tweet,130000.0
05-11-2024,10:00,05-11-2024|10:00,1,#MileiVago,47.200 tweet,47200.0
05-11-2024,10:00,05-11-2024|10:00,10,#CyberMonday,2.316 tweet,2316.0
05-11-2024,10:00,05-11-2024|10:00,2,#BuenMartes,1.324 tweet,1324.0
05-11-2024,10:00,05-11-2024|10:00,3,Donald Trump or Kamala Harris,12.200 tweet,12200.0
05-11-2024,10:00,05-11-2024|10:00,4,Lizy,12.800 tweet,12800.0
05-11-2024,10:00,05-11-2024|10:00,5,Yuyito,18.799 tweet,18799.0
05-11-2024,10:00,05-11-2024|10:00,6,Colón,17.600 tweet,17600.0
05-11-2024,10:00,05-11-2024|10:00,7,Rwanda,16.200 tweet,16200.0
05-11-2024,10:00,05-11-2024|10:00,8,Valencia,1.180.000 tweet,1180000.0
05-11-2024,10:00,05-11-2024|10:00,9,OSELLA,1.687 tweet,1687.0
05-11-2024,14:00,05-11-2024|14:00,1,#MileiVago,44.800 tweet,44800.0
05-11-2024,14:00,05-11-2024|14:00,10,Wanda,35.599 tweet,35599.0
05-11-2024,14:00,05-11-2024|14:00,2,#VoteTrump,60.599 tweet,60599.0
05-11-2024,14:00,05-11-2024|14:00,3,Papa Giorgio,18.200 tweet,18200.0
05-11-2024,14:00,05-11-2024|14:00,4,Oasis,63.800 tweet,63800.0
05-11-2024,14:00,05-11-2024|14:00,5,Senesi,,
05-11-2024,14:00,05-11-2024|14:00,6,Jordi,20.600 tweet,20600.0
05-11-2024,14:00,05-11-2024|14:00,7,#JuanitaEnLAM,,
05-11-2024,14:00,05-11-2024|14:00,8,#VoteKamala,80.800 tweet,80800.0
05-11-2024,14:00,05-11-2024|14:00,9,Dybala,1.951 tweet,1951.0
05-11-2024,14:06,05-11-2024|14:06,1,#MileiVago,44.800 tweet,44800.0
05-11-2024,14:06,05-11-2024|14:06,10,Wanda,35.599 tweet,35599.0
05-11-2024,14:06,05-11-2024|14:06,2,#VoteTrump,60.599 tweet,60599.0
05-11-2024,14:06,05-11-2024|14:06,3,Papa Giorgio,18.200 tweet,18200.0
05-11-2024,14:06,05-11-2024|14:06,4,Oasis,63.800 tweet,63800.0
05-11-2024,14:06,05-11-2024|14:06,5,Senesi,,
05-11-2024,14:06,05-11-2024|14:06,6,Jordi,20.600 tweet,20600.0
05-11-2024,14:06,05-11-2024|14:06,7,#JuanitaEnLAM,,
05-11-2024,14:06,05-11-2024|14:06,8,#VoteKamala,80.800 tweet,80800.0
05-11-2024,14:06,05-11-2024|14:06,9,Dybala,1.951 tweet,1951.0
05-11-2024,15:23,05-11-2024|15:23,1,#Trump2024,292.000 tweet,292000.0
05-11-2024,15:23,05-11-2024|15:23,10,Senesi,1.067 tweet,1067.0
05-11-2024,15:23,05-11-2024|15:23,2,#MileiVago,37.800 tweet,37800.0
05-11-2024,15:23,05-11-2024|15:23,3,Oasis,59.599 tweet,59599.0
05-11-2024,15:23,05-11-2024|15:23,4,#VoteKamala,93.000 tweet,93000.0
05-11-2024,15:23,05-11-2024|15:23,5,Papa Giorgio,29.799 tweet,29799.0
05-11-2024,15:23,05-11-2024|15:23,6,Wanda,39.400 tweet,39400.0
05-11-2024,15:23,05-11-2024|15:23,7,Duki,46.400 tweet,46400.0
05-11-2024,15:23,05-11-2024|15:23,8,Jordi,25.600 tweet,25600.0
05-11-2024,15:23,05-11-2024|15:23,9,Estados Unidos,141.000 tweet,141000.0
05-11-2024,19:37,05-11-2024|19:37,1,#VotedforTrump,112.000 tweet,112000.0
05-11-2024,19:37,05-11-2024|19:37,10,Neves,2.876 tweet,2876.0
05-11-2024,19:37,05-11-2024|19:37,2,Milan,171.000 tweet,171000.0
05-11-2024,19:37,05-11-2024|19:37,3,#MileiVago,28.600 tweet,28600.0
05-11-2024,19:37,05-11-2024|19:37,4,Real Madrid,190.000 tweet,190000.0
